code,name,type,address,postcode,fax,tel1,telservice,tel24,hasImport,email,callcenter,blacklist,lng,lat,星级数量,星级级别,信用积分,点评数,推荐率,推荐数,服务态度,服务同城,服务水平,办事效率,办事同城,办事水平,专业技能,专业同城,专业水平,诚信可靠,诚信同城,诚信水平,好评率,好评数,差评率,差评数
2210708,扬州润众汽车销售有限公司,4S店,江苏省扬州市邗江区平山东路江阳工业园国际汽车城,225007,0514-85588803,/,0514-87770555,0514-87626999,0514-85588803,yzrz@saic.sina.net,0514-87787555,0514-85588803,119.394681,32.455132,5,1,464,488,98.15,479,8.66,11.21,下,8.66,11.21,下,8.66,11.65,下,8.66,10.78,下,96.31,470,.61,3
2210701,扬州永泰汽车销售服务有限公司,4S店,江苏省扬州市江都市新都路529号,225202,0514-86976659,/,0514-86887506,0514-86884288,0514-86976659,svw0938@saic.sina.net,0514-86884288,0514-86976659,119.601181,32.405907,5,1,591,616,98.53,607,10,2.43,上,9.8,.39,上,10,1.94,上,9.6,1.17,下,95.94,591,0,0
2210709,江苏景众汽车销售有限公司,4S店,江苏省扬州市仪征市真州镇曹山路5号,211400,0514-83455500,/,0514-83451599,0514-83455999,0514-83455500,jingzhong2012@vip.sina.com,0514-83455999,0514-83455500,119.175224,32.281763,4,1,378,397,99.74,396,/,/,空,/,/,空,/,/,空,/,/,空,95.21,378,0,0
2210707,扬州科众汽车销售有限公司,4S店,江苏省宝应县泰山东路汽车城内,225800,0514-80899000,/,/,0514-88268078,0514-80899000,Svw0940@saic.sina.net,0514-88267199,0514-80899000,119.377854,33.253963,2,1,118,123,100,123,9.91,1.58,上,10,2.43,上,10,1.94,上,10,2.94,上,95.93,118,0,0
2211100,常州众成汽车销售服务有限公司,4S店,江苏省常州市武进区常武南路武进汽车城A区3号,213164,0519-86522013,/,0519-86525888,0519-86522188,0519-86522013,mingdu@saic.sina.net,0519-86522188,0519-86522013,119.965536,31.700992,5,2,1782,1856,98.97,1837,9.98,.06,下,9.98,.19,上,9.96,.13,下,9.98,.06,下,96.12,1784,.05,1
2211101,常州外汽常众汽车销售服务有限公司,4S店,江苏省常州市天宁区中吴大道1265号,213000,0519-86653888,/,0519-86666618,0519-86668888,0519-86653888,svw0904@saic.sina.net,0519-86666102,0519-86653888,119.958965,31.757181,5,1,585,628,97.92,615,10,.13,上,10,.39,上,10,.26,上,10,.13,上,93.78,589,.31,2
2211102,溧阳平陵众达汽车销售服务有限公司,4S店,江苏省常州市溧阳市平陵西路173号,213300,0519-87100366,/,0519-87110898,0519-87101018,0519-87100366,svw0920@saic.sina.net,0519-87101018,0519-87100366,119.457152,31.434008,5,1,470,492,98.98,487,10,.13,上,9.8,1.61,下,10,.26,上,10,.13,上,95.93,472,.2,1
2211106,溧阳明珠上众汽车销售服务有限公司,4S店,江苏省常州市溧阳市溧城镇城北大道333号1幢,213300,0519-80985888,/,0519-80986888,0519-87569999,0519-80985888,lymzszqc@163.com,0519-80986899,0519-80985888,119.494587,31.466408,1,2,647,683,98.53,673,10,.13,上,10,.39,上,10,.26,上,10,.13,上,95.31,651,.29,2
2211103,常州外汽新众汽车销售服务有限公司,4S店,江苏省常州市新北区庐山路188号,213022,0519-85111918,/,0519-85111928,0519-85111968,0519-85111918,svw0955@saic.sina.net,0519-85111968,0519-85111918,119.990712,31.846054,5,1,436,458,99.34,455,10,.13,上,10,.39,上,10,.26,上,10,.13,上,95.63,438,.21,1
2211107,常州众恒汽车销售服务有限公司,4S店,江苏省常州市钟楼区茶花路162号,213000,0519-88067277,/,0519-81091888,0519-81091688,0519-88067277,zhongheng@saic.sina.net,0519-80191688,0519-88067277,119.896072,31.790027,2,2,994,1050,98.57,1035,10,.13,上,9.88,.71,下,10,.26,上,10,.13,上,95.42,1002,.38,4
2211108,常州外汽延众汽车销售服务有限公司,4S店,江苏省常州市金坛区汽车城12号,213200,0519-82361666,/,0519-82696899,18921022828,0519-82361666,waiqiyanzhong@163.com,0519-82696199,0519-82361666,119.627568,31.734573,3,1,278,307,98.37,302,10,.13,上,10,.39,上,10,.26,上,10,.13,上,91.2,280,.32,1
2210400,淮安市雨田汽车销售服务有限公司,4S店,江苏省淮安市清河区旺旺路58-2号,223001,0517-83658991,/,0517-83659292,0517-83658282,0517-83658991,SVW0978@Saic.Sina.net,0517-83658773,0517-83658991,119.121374,33.618257,2,2,912,1004,97.11,975,9.92,.27,下,9.89,0,下,9.87,.32,下,9.89,.33,下,92.23,926,.69,7
2210401,淮安市宏宇驰众汽车销售服务有限公司,4S店,江苏省淮安市经济技术开发区翔宇大道33号,223005,0517-83600007,/,0517-83600888,0517-83600000,0517-83600007,svw0912@saic.sina.net,0517-83600000,0517-83600007,119.089223,33.575112,4,2,1210,1316,98.4,1295,9.97,.27,上,9.86,.26,下,9.93,.24,上,9.95,.3,上,92.85,1222,.45,6
2210402,淮安市翔盛润和汽车销售服务有限公司,4S店,江苏省淮安市清浦区淮海南路516-2号,223003,0517-83934808,/,0517-80260000,0517-80261111,0517-83934808,xssvw2012@163.com,0517-80261111,0517-83934808,119.032409,33.465818,2,2,889,909,99.88,908,10,.49,上,10,1.08,上,10,.91,上,10,.74,上,97.79,889,0,0
2210403,盱眙澳美悦众汽车销售服务有限公司,4S店,江苏省淮安市盱眙县维桥国际汽车城（盱马路北侧）,211700,0517-88556177,/,0517-88657777,0517-88691919,0517-88556177,hyamsvw@sina.com,0517-88691919,0517-88556177,118.575561,33.00708,3,1,202,221,97.28,215,/,/,空,/,/,空,/,/,空,/,/,空,93.21,206,.9,2
2210101,南京公用发展股份有限公司,4S店,江苏省南京市建邺区应天大街927号,210019,025-86383670,/,025-86383668,025-86383663,025-86383670,zhongbeiqix@saic.sina.net,025-86383663,025-86383670,118.740917,32.027889,5,1,493,522,97.31,508,10,.1,上,10,.5,上,10,.7,上,10,.81,上,95.21,497,.38,2
2210102,南京黄埔汽车销售服务有限公司,4S店,江苏省南京市玄武区珠江路659号,210016,025-84800935,/,025-84800618,025-84821684,025-84800935,SVW0901@PUBLIC1.PTT.JS.CN,025-84826093,025-84800935,118.819641,32.052054,5,1,573,619,98.7,611,9.85,1.32,下,9.71,2.36,下,9.71,2.16,下,9.71,2.06,下,93.21,577,.32,2
2210106,江苏安吉汽车销售服务有限公司,4S店,江苏省南京市雨花台区卡子门大街78号,210012,025-52456177,/,025-52455552,025-52455656,025-52456177,anji@saic.sina.net,025-52455656,025-52456177,118.795278,31.986111,/,/,3142,3284,98.17,3224,10,.1,上,9.94,.02,下,9.94,.17,上,9.92,.09,上,96.04,3154,.18,6
2210108,南京朗驰集团沪宁汽车销售服务有限公司,4S店,江苏省南京市白下区光华路联合村170号,210014,025-84279279,/,025-84279266,025-84279266,025-84279279,svw0966@saic.sina.net,025-84279288,025-84279279,118.856545,32.02273,1,1,86,90,97.77,88,/,/,空,/,/,空,/,/,空,/,/,空,95.55,86,0,0
2210109,南京金鹰苏星汽车销售服务有限公司,4S店,江苏省南京市栖霞区仙尧路15号,210046,025-85660001,/,025-85660006,025-85626796,025-85660001,svw0939@saic.sina.net,025-85618812,025-85660001,118.890395,32.111184,1,2,750,806,99.13,799,/,/,空,/,/,空,/,/,空,/,/,空,94.54,762,.74,6
2210113,南京致远汽车销售服务有限公司,4S店,江苏省南京市江宁区天元中路111号,211100,025-51180517,/,025-52128266,025-52120770,025-51180517,zhiyuan@saic.sina.net,025-52120770,025-51180517,118.839162,31.93465,1,2,622,640,98.43,630,10,.1,上,10,.5,上,10,.7,上,10,.81,上,97.5,624,.15,1
2210116,南京天众汽车销售服务有限公司,4S店,江苏省南京市江宁区汽车4S园上高路188号,211100,025-87133919,/,025-51800000,025-85846789,025-87133919,nanjingtianzhong@126.com,025-85846789,025-87133919,118.87788,31.98532,3,2,1068,1130,97.61,1103,10,.1,上,10,.5,上,9.87,.55,下,9.87,.44,下,95.04,1074,.26,3
2210115,江苏苏舜汽车销售服务有限公司,4S店,江苏省南京市浦口区浦珠北路7号,210031,025-58490129,/,025-58854460,025-58856459,025-58490129,2210115@jscsvw.com,025-58850565,025-58490129,118.735532,32.130626,1,2,787,831,98.91,822,/,/,空,/,/,空,/,/,空,/,/,空,94.94,789,.12,1
2210117,南京宝鼎汽车销售服务有限公司,4S店,江苏省南京市高淳县淳溪镇汶溪路163号-17,211300,025-57300558,/,025-56817777,18018050127,025-57300558,nanjingbaoding@saic.sina.net,025-56818777,025-57300558,118.892402,31.327532,5,1,531,569,98.76,562,10,.1,上,10,.5,上,10,.7,上,10,.81,上,94.72,539,.7,4
2210118,南京天宁汽车销售服务有限公司,4S店,江苏省南京市六合区经济开发区方新路10号,211500,025-57159299,/,025-57700000,025-57700000,025-57159299,2210118@jscsvw.com,025-57700000,025-57159299,118.785734,32.295624,4,1,329,343,99.41,341,/,/,空,/,/,空,/,/,空,/,/,空,95.91,329,0,0
2210900,南通宝腾汽车销售服务有限公司,4S店,江苏省南通市崇川区长江中路129号,226004,0513-85719166,/,0513-85710555,0513-85710111,0513-85719166,ntbaoteng@163.com,0513-85710111,0513-85719166,120.900879,31.964852,2,2,892,935,99.14,927,10,.61,上,10,1.36,上,10,1.49,上,10,1.36,上,95.61,894,.1,1
2210915,南通新众汽车销售服务有限公司,4S店,江苏省南通市经济开发区吉达路2号,226016,0513-55091993,/,0513-55091999,18036168899,0513-55091993,svw0915@vip.163.com,0513-55091988,0513-55091993,120.996955,31.924514,3,2,1110,1176,98.63,1160,9.97,.32,上,10,1.36,上,9.97,1.19,上,9.97,1.07,上,95.06,1118,.34,4
2210901,南通长江汽车贸易有限公司,4S店,江苏省南通市港闸区城港路166号,226002,0513-85609993,/,0513-85609999,18962805000,0513-85609993,svw0960@vip.163.com,0513-85609988,0513-85609993,120.816911,32.039574,4,2,1226,1335,97,1295,9.9,.36,下,9.7,1.59,下,9.65,1.97,下,9.65,2.09,下,92.58,1236,.37,5
2210902,海门市金天众达汽车销售服务有限公司,4S店,江苏省南通市海门市人民西路1716号,226113,0513-82206391,/,0513-82215420,0513-82210416,0513-82206391,svw0925@saic.sina.net,0513-82210416,0513-82206391,121.130054,31.891915,4,1,366,384,97.91,376,9.8,1.39,下,9.4,4.71,下,9.6,2.56,下,9.8,.65,下,95.83,368,.26,1
2210906,如东众驰汽车销售服务有限公司,4S店,江苏省南通市如东县掘港镇通洋南路6号,226400,0513-84166126,/,0513-84162888,0513-84195871,0513-84166126,rdzcqc@163.com,0513-84195871,0513-84166126,121.174399,32.294838,1,2,641,687,98.1,674,10,.61,上,10,1.36,上,10,1.49,上,10,1.36,上,93.3,641,0,0
2210911,江苏通大车业有限公司  ,4S店,江苏省南通市通州市经济开发区金通路168号,226300,0513-86119286,/,0513-86111888,0513-86119999,0513-86119286,svw0979@saic.sina.net,0513-86119999,0513-86119286,121.060017,32.063777,3,1,278,300,98,294,10,.61,上,9.33,5.38,下,10,1.49,上,10,1.36,上,92.66,278,0,0
2210912,如皋长江汽车贸易有限公司,4S店,江苏省南通市如皋市惠政西路12号,226500,0513-87225975,/,0513-87225999,0513-87225988,0513-87225975,svw09900@vip.163.com,0513-87225988,0513-87225975,120.559221,32.36453,1,2,603,654,97.24,636,9.89,.44,下,9.89,.3,上,9.78,.64,下,9.89,.3,上,92.5,605,.15,1
3210903,如皋市林洋汽车销售服务有限公司,4S店,江苏省如皋市城北街道花市北路36号,226503,0513-87301456,/,0513-87302999,0513-87504391,0513-87301456,3210903@jscsvw.com,0513-87504391,0513-87301456,120.533774,32.409494,1,2,607,655,97.7,640,10,.61,上,10,1.36,上,10,1.49,上,9.86,.01,上,93.28,611,.3,2
2210913,启东市金天驭达汽车销售服务有限公司,4S店,江苏省南通市启东市人民西路3999号,226200,0513-83205666,/,0513-83343999,0513-83968111,0513-83205666,svw0993@sina.com,0513-68955988,0513-83205666,121.612239,31.832357,5,1,417,464,98.27,456,10,.61,上,10,1.36,上,10,1.49,上,10,1.36,上,92.45,429,1.29,6
2210914,南通市金天吉大汽车销售服务有限公司,4S店,江苏省南通市海安县沿海大道8号,226600,0513-68879530,/,0513-68879888,0513-68879555,0513-68879530,ntjtjd@163.com,0513-68879555,0513-68879530,120.409393,32.48714,1,1,4,5,100,5,/,/,空,/,/,空,/,/,空,/,/,空,80,4,0,0
3210902,海安长江汽车销售服务有限公司,直营店,江苏省海安开发区迎宾路173号,226000,0513-85609996,/,/,/,0513-85609996,svw0960@vip.163.com,/,0513-85609996,120.515528,32.540498,5,1,423,447,98.43,440,/,/,空,/,/,空,/,/,空,/,/,空,95.07,425,.22,1
2211303,昆山昆众汽车销售服务有限公司,4S店,江苏省苏州市昆山市庆丰西路379号,215300,0512-57379889,/,0512-57379328,0512-57379319,0512-57379889,svw0923@public1.sz.js.cn,0512-57379319,0512-57379889,120.980617,31.366631,1,3,1803,1891,98.83,1869,9.9,.26,下,9.9,.02,上,9.94,.4,上,9.88,.05,下,95.87,1813,.26,5
2211321,昆山市建伟汽车销售租赁有限公司,4S店,江苏省苏州市昆山市周市镇339省道479号,215337,0512-57667767,/,0512-57669299,0512-57669199,0512-57667767,jianwe@saic.sina.net,0512-57669199,0512-57667767,121.00227,31.421051,5,2,1486,1538,99.15,1525,10,.73,上,10,1.03,上,10,1,上,10,1.15,上,97,1492,.19,3
2211324,昆山建睿汽车销售服务有限公司,4S店,江苏省苏州市昆山市开发区昆嘉路337号2号房,215300,0512-50110887,/,0512-50106688,15371895199,0512-50110887,svw0995@163.com,0512-50106699,0512-50110887,121.063738,31.371903,1,2,720,766,98.3,753,9.63,2.92,下,9.63,2.63,下,9.63,2.66,下,9.63,2.51,下,95.03,728,.52,4
2211326,昆山鸿昌盛大汽车销售服务有限公司,4S店,江苏省苏州市昆山市张浦镇长江南路东侧、横贯泾路北侧,215300,0512-57220717,/,0512-57220888,0512-57220777,0512-57220717,ks_hch_zhang@126.com,0512-57220777,0512-57220717,120.962901,31.30752,3,2,1120,1173,97.78,1147,9.96,.39,上,9.91,.17,上,9.89,.02,下,9.89,.12,上,95.99,1126,.25,3
2211305,苏州建国汽车销售服务有限公司,4S店,江苏省苏州市吴中区东吴南路119号,215128,0512-65250477,/,0512-65135006,13506205577,0512-65250477,svw_szjg@126.com,0512-65133008,0512-65250477,120.635853,31.246913,5,1,490,519,99.03,514,10,.73,上,10,1.03,上,10,1,上,9.71,1.73,下,94.79,492,.19,1
2211310,苏州华丰汽车销售服务有限公司,4S店,江苏省苏州市吴中区吴东路1388号,215000,0512-67608738,/,0512-67602888,0512-67608839,0512-67608738,SVW0963@163.COM,0512-67608839,0512-67608738,120.659837,31.277341,2,3,2244,2355,99.02,2332,9.94,.19,上,9.86,.33,下,9.86,.36,下,9.89,.05,上,95.88,2258,.29,7
2211323,苏州华铭汽车销售服务有限公司,4S店,江苏省苏州市吴中区木渎镇中山东路150号,215000,0512-69381395,/,0512-69381188,0512-69381388,0512-69381395,huaming@saic.sina.net,0512-69381388,0512-69381395,120.548686,31.263714,2,2,833,883,98.07,866,9.81,1.09,下,9.81,.79,下,9.77,1.28,下,9.72,1.6,下,95.46,843,.56,5
2211328,苏州东昌新园汽车销售服务有限公司,4S店,江苏省苏州市吴中区甪直镇机场路108号,215127,0512-65027558,/,0512-65023337,0512-65023339,0512-65027558,yaobo@dcsvw.com,0512-65023335,0512-65027558,120.838826,31.288443,2,1,159,168,99.4,167,10,.73,上,10,1.03,上,10,1,上,10,1.15,上,94.64,159,0,0
2211329,苏州华亮汽车销售服务有限公司,4S店,江苏省苏州市吴中区郭巷镇尹中西路168号,215000,0512-62810456,/,0512-62551388,0512-62553588,0512-62810456,2211329@jscsvw.com,0512-62553588,0512-62810456,120.631978,31.262791,1,2,673,692,99.56,689,10,.73,上,10,1.03,上,10,1,上,10,1.15,上,97.25,673,0,0
2211307,苏州广沣汽车销售服务有限公司,4S店,江苏省苏州市新区玉山路98号,215011,0512-68075004,/,0512-68075006,0512-68254977,0512-68075004,svw0908@saic.sina.net,0512-68254977,0512-68075004,120.566966,31.294237,5,1,571,606,98.51,597,10,.73,上,10,1.03,上,10,1,上,10,1.15,上,95.54,579,.66,4
2211312,苏州市金阊众辉汽车销售有限公司,4S店,江苏省苏州市新区马运路208号,215129,0512-66627016,/,0512-66627000,0512-65511999,0512-66627016,suzhoujinchang@vip.163.com,0512-66627001,0512-66627016,120.561357,31.325259,3,2,1067,1103,98.82,1090,10,.73,上,9.97,.82,上,10,1,上,9.97,.94,上,96.91,1069,.09,1
2211308,吴江德宝汽车销售服务有限公司,4S店,江苏省苏州市吴江市经济开发区庞北路与吉市路交叉口（汽车城内）,215200,0512-63455237,/,0512-63452222,0512-63455555,0512-63455237,svw0935@saic.sina.net,0512-63455555,0512-63455237,120.680043,31.181478,1,2,660,693,98.7,684,/,/,空,/,/,空,/,/,空,/,/,空,95.81,664,.28,2
2211314,苏州市吴江新创汽车贸易有限公司,4S店,江苏省苏州市吴江市平望镇中鲈村,215221,0512-63648883,/,0512-63648688,0512-63648999,0512-63648883,svw0918@126.com,0512-63648999,0512-63648883,120.654847,31.013385,5,1,481,513,98.44,505,/,/,空,/,/,空,/,/,空,/,/,空,93.76,481,0,0
2211322,吴江市毅达汽车销售服务有限公司,4S店,江苏省苏州市吴江区黎里镇汾湖大道505号,215211,0512-82879001,/,0512-82879000,0512-82878777,0512-82879001,2211322@jscsvw.com,0512-82878777,0512-82879001,120.878102,31.031806,1,1,72,77,93.5,72,/,/,空,/,/,空,/,/,空,/,/,空,93.5,72,0,0
2211315,张家港祥盛汽车销售服务有限公司,4S店,江苏省苏州市张家港市经济开发区国泰北路2号,215600,0512-58683266,/,0512-58696188,0512-58678399,0512-58683266,uusvwzjg@public1.sz.js.cn,0512-58678399,0512-58683266,120.532261,31.89462,4,1,347,385,97.92,377,10,.73,上,10,1.03,上,10,1,上,10,1.15,上,91.16,351,.51,2
2211319,张家港保税区大冈汽车贸易有限公司,4S店,江苏省苏州市张家港市杨舍镇东南大道上海大众4S店,215600,0512-58186684,/,0512-58186688,0512-58186699,0512-58186684,svw0967@daganggroup.com,0512-58186690,0512-58186684,120.576225,31.882464,1,2,779,834,98.32,820,9.63,2.92,下,9.81,.79,下,9.81,.82,下,9.81,.68,下,93.88,783,.23,2
2211317,常熟市璟众汽车销售服务有限公司,4S店,江苏省苏州市常熟市青墩路168号,215500,0512-52833939,/,0512-52832929,0512-52831919,0512-52833939,svw0903@saic.sina.net,0512-52831919,0512-52833939,120.794209,31.64958,1,2,661,720,98.47,709,9.47,4.51,下,9.47,4.23,下,9.47,4.26,下,9.3,5.87,下,93.19,671,.69,5
2211330,常熟市毅通汽车销售有限公司,4S店,江苏省常熟市深圳路8号3幢,215500,0512-52819929,重新入网2211306,/,/,0512-52819929,svwcsyt@163.com,/,0512-52819929,120.752764,31.690998,1,1,14,14,100,14,10,.73,上,10,1.03,上,10,1,上,10,1.15,上,100,14,0,0
2211325,太仓文洋申荔汽车销售服务有限公司,4S店,江苏省苏州市太仓市经济开发区人民路东、宁波路北,215400,0512-53775550,/,0512-53529955,0512-53529958,0512-53775550,svw0998@vip.163.com,0512-53529958,0512-53775550,121.095756,31.478319,1,3,2079,2163,98.52,2131,10,.73,上,9.97,.76,上,9.97,.73,上,10,1.15,上,96.3,2083,.09,2
2211304,太仓文洋达众汽车销售服务有限公司,4S店,江苏省苏州市太仓市城西南路19号,215400,0512-53548801,/,0512-53548889,0512-53535027,0512-53548801,svw0927@saic.sina.net,0512-53514667,0512-53548801,121.107935,31.44171,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2211327,苏州瑞源汽车销售服务有限公司,4S店,江苏省苏州市相城区太阳路2988-2号,215133,0512-66835921,/,0512-66837388,0512-66831600,0512-66835921,svw_2211327@163.com,0512-66835932,0512-66835921,120.618979,31.419179,4,2,1211,1284,98.59,1266,/,/,空,/,/,空,/,/,空,/,/,空,94.78,1217,.23,3
2211202,江阴市吉众汽车有限公司,4S店,江苏省无锡市江阴市澄杨路17号,214432,0510-86271852,/,0510-86278000,0510-86276111,0510-86271852,svw0962@saic.sina.net,0510-86256086,0510-86271852,120.31368,31.894934,3,1,201,212,94.81,201,/,/,空,/,/,空,/,/,空,/,/,空,95.75,203,.47,1
2211204,江阴市永安汽车销售服务有限公司,4S店,江苏省无锡市江阴市锡澄路155号,214400,0510-86027702,/,0510-86027222,0510-86027701,0510-86027702,svw0915@saic.sina.net,0510-86027701,0510-86027702,120.258651,31.880601,2,1,187,197,98.47,194,9.33,5.31,下,9.33,4.39,下,9.33,5.31,下,9.33,5.31,下,96.95,191,1.01,2
2211214,江阴吉德汽车销售服务有限公司,4S店,江苏省无锡市江阴市五星路1688号,214400,0510-86088686,/,0510-80668777,0510-80662111,0510-86088686,svwjd@vip.163.com,0510-80662111,0510-86088686,120.2300378,31.9029121,2,1,112,128,97.65,125,10,1.44,上,10,2.43,上,10,1.44,上,10,1.44,上,90.62,116,1.56,2
